tick,iso8601,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD,CASES
0,02/23/2020T00:00:00 ,156480,0,61,19,0,0,0,0,0,80
1,02/23/2020T00:10:00 ,156480,0,61,19,0,0,0,0,0,80
2,02/23/2020T00:20:00 ,156480,0,61,19,0,0,0,0,0,80
3,02/23/2020T00:30:00 ,156480,0,61,19,0,0,0,0,0,80
4,02/23/2020T00:40:00 ,156480,0,61,19,0,0,0,0,0,80
5,02/23/2020T00:50:00 ,156480,0,61,19,0,0,0,0,0,80
6,02/23/2020T01:00:00 ,156480,0,61,19,0,0,0,0,0,80
7,02/23/2020T01:10:00 ,156480,0,61,19,0,0,0,0,0,80
8,02/23/2020T01:20:00 ,156480,0,61,19,0,0,0,0,0,80
9,02/23/2020T01:30:00 ,156480,0,61,19,0,0,0,0,0,80
10,02/23/2020T01:40:00 ,156480,0,61,19,0,0,0,0,0,80
11,02/23/2020T01:50:00 ,156480,0,61,19,0,0,0,0,0,80
12,02/23/2020T02:00:00 ,156480,0,61,19,0,0,0,0,0,80
13,02/23/2020T02:10:00 ,156480,0,61,19,0,0,0,0,0,80
14,02/23/2020T02:20:00 ,156480,0,61,19,0,0,0,0,0,80
15,02/23/2020T02:30:00 ,156480,0,61,19,0,0,0,0,0,80
16,02/23/2020T02:40:00 ,156480,0,61,19,0,0,0,0,0,80
17,02/23/2020T02:50:00 ,156480,0,61,19,0,0,0,0,0,80
18,02/23/2020T03:00:00 ,156480,0,61,19,0,0,0,0,0,80
19,02/23/2020T03:10:00 ,156480,0,61,19,0,0,0,0,0,80
20,02/23/2020T03:20:00 ,156480,0,61,19,0,0,0,0,0,80
21,02/23/2020T03:30:00 ,156480,0,61,19,0,0,0,0,0,80
22,02/23/2020T03:40:00 ,156480,0,61,19,0,0,0,0,0,80
23,02/23/2020T03:50:00 ,156480,0,61,19,0,0,0,0,0,80
24,02/23/2020T04:00:00 ,156480,0,61,19,0,0,0,0,0,80
25,02/23/2020T04:10:00 ,156480,0,61,19,0,0,0,0,0,80
26,02/23/2020T04:20:00 ,156479,1,61,19,0,0,0,0,0,81
27,02/23/2020T04:30:00 ,156479,1,61,19,0,0,0,0,0,81
28,02/23/2020T04:40:00 ,156479,1,61,19,0,0,0,0,0,81
29,02/23/2020T04:50:00 ,156479,1,61,19,0,0,0,0,0,81
30,02/23/2020T05:00:00 ,156479,1,61,19,0,0,0,0,0,81
31,02/23/2020T05:10:00 ,156479,1,61,19,0,0,0,0,0,81
32,02/23/2020T05:20:00 ,156479,1,61,19,0,0,0,0,0,81
33,02/23/2020T05:30:00 ,156479,1,61,19,0,0,0,0,0,81
34,02/23/2020T05:40:00 ,156479,1,61,19,0,0,0,0,0,81
35,02/23/2020T05:50:00 ,156479,1,61,19,0,0,0,0,0,81
36,02/23/2020T06:00:00 ,156479,1,61,19,0,0,0,0,0,81
37,02/23/2020T06:10:00 ,156478,2,61,19,0,0,0,0,0,82
38,02/23/2020T06:20:00 ,156478,2,61,19,0,0,0,0,0,82
39,02/23/2020T06:30:00 ,156478,2,61,19,0,0,0,0,0,82
40,02/23/2020T06:40:00 ,156478,2,61,19,0,0,0,0,0,82
41,02/23/2020T06:50:00 ,156478,2,61,19,0,0,0,0,0,82
42,02/23/2020T07:00:00 ,156478,2,61,19,0,0,0,0,0,82
43,02/23/2020T07:10:00 ,156478,2,61,19,0,0,0,0,0,82
44,02/23/2020T07:20:00 ,156478,2,61,19,0,0,0,0,0,82
45,02/23/2020T07:30:00 ,156478,2,61,19,0,0,0,0,0,82
46,02/23/2020T07:40:00 ,156478,2,61,19,0,0,0,0,0,82
47,02/23/2020T07:50:00 ,156478,2,61,19,0,0,0,0,0,82
48,02/23/2020T08:00:00 ,156478,2,61,19,0,0,0,0,0,82
49,02/23/2020T08:10:00 ,156478,2,61,19,0,0,0,0,0,82
50,02/23/2020T08:20:00 ,156478,2,61,19,0,0,0,0,0,82
51,02/23/2020T08:30:00 ,156478,2,61,19,0,0,0,0,0,82
52,02/23/2020T08:40:00 ,156478,2,61,19,0,0,0,0,0,82
53,02/23/2020T08:50:00 ,156478,2,61,19,0,0,0,0,0,82
54,02/23/2020T09:00:00 ,156478,2,61,19,0,0,0,0,0,82
55,02/23/2020T09:10:00 ,156478,2,61,19,0,0,0,0,0,82
56,02/23/2020T09:20:00 ,156478,2,61,19,0,0,0,0,0,82
57,02/23/2020T09:30:00 ,156478,2,61,19,0,0,0,0,0,82
58,02/23/2020T09:40:00 ,156478,2,61,19,0,0,0,0,0,82
59,02/23/2020T09:50:00 ,156478,2,61,19,0,0,0,0,0,82
60,02/23/2020T10:00:00 ,156478,2,61,19,0,0,0,0,0,82
61,02/23/2020T10:10:00 ,156478,2,61,19,0,0,0,0,0,82
62,02/23/2020T10:20:00 ,156478,2,61,19,0,0,0,0,0,82
63,02/23/2020T10:30:00 ,156478,2,61,19,0,0,0,0,0,82
64,02/23/2020T10:40:00 ,156478,2,61,19,0,0,0,0,0,82
65,02/23/2020T10:50:00 ,156478,2,61,19,0,0,0,0,0,82
66,02/23/2020T11:00:00 ,156478,2,61,19,0,0,0,0,0,82
67,02/23/2020T11:10:00 ,156478,2,61,19,0,0,0,0,0,82
68,02/23/2020T11:20:00 ,156478,2,61,19,0,0,0,0,0,82
69,02/23/2020T11:30:00 ,156478,2,61,19,0,0,0,0,0,82
70,02/23/2020T11:40:00 ,156478,2,61,19,0,0,0,0,0,82
71,02/23/2020T11:50:00 ,156478,2,61,19,0,0,0,0,0,82
72,02/23/2020T12:00:00 ,156478,2,61,19,0,0,0,0,0,82
73,02/23/2020T12:10:00 ,156478,2,61,19,0,0,0,0,0,82
74,02/23/2020T12:20:00 ,156478,2,61,19,0,0,0,0,0,82
75,02/23/2020T12:30:00 ,156478,2,61,19,0,0,0,0,0,82
76,02/23/2020T12:40:00 ,156478,2,61,19,0,0,0,0,0,82
77,02/23/2020T12:50:00 ,156478,2,61,19,0,0,0,0,0,82
78,02/23/2020T13:00:00 ,156478,2,61,19,0,0,0,0,0,82
79,02/23/2020T13:10:00 ,156478,2,61,19,0,0,0,0,0,82
80,02/23/2020T13:20:00 ,156478,2,61,19,0,0,0,0,0,82
81,02/23/2020T13:30:00 ,156478,2,61,19,0,0,0,0,0,82
82,02/23/2020T13:40:00 ,156478,2,61,19,0,0,0,0,0,82
83,02/23/2020T13:50:00 ,156478,2,61,19,0,0,0,0,0,82
84,02/23/2020T14:00:00 ,156478,2,61,19,0,0,0,0,0,82
85,02/23/2020T14:10:00 ,156478,2,61,19,0,0,0,0,0,82
86,02/23/2020T14:20:00 ,156478,2,61,19,0,0,0,0,0,82
87,02/23/2020T14:30:00 ,156478,2,61,19,0,0,0,0,0,82
88,02/23/2020T14:40:00 ,156478,2,61,19,0,0,0,0,0,82
89,02/23/2020T14:50:00 ,156478,2,61,19,0,0,0,0,0,82
90,02/23/2020T15:00:00 ,156478,2,61,19,0,0,0,0,0,82
91,02/23/2020T15:10:00 ,156478,2,61,19,0,0,0,0,0,82
92,02/23/2020T15:20:00 ,156478,2,61,19,0,0,0,0,0,82
93,02/23/2020T15:30:00 ,156478,2,61,19,0,0,0,0,0,82
94,02/23/2020T15:40:00 ,156478,2,61,19,0,0,0,0,0,82
95,02/23/2020T15:50:00 ,156478,2,61,19,0,0,0,0,0,82
96,02/23/2020T16:00:00 ,156478,2,61,19,0,0,0,0,0,82
97,02/23/2020T16:10:00 ,156478,2,61,19,0,0,0,0,0,82
98,02/23/2020T16:20:00 ,156478,2,61,19,0,0,0,0,0,82
99,02/23/2020T16:30:00 ,156478,2,61,19,0,0,0,0,0,82
100,02/23/2020T16:40:00 ,156478,2,61,19,0,0,0,0,0,82
101,02/23/2020T16:50:00 ,156478,2,61,19,0,0,0,0,0,82
102,02/23/2020T17:00:00 ,156478,2,61,18,1,0,0,0,0,82
103,02/23/2020T17:10:00 ,156478,2,61,18,1,0,0,0,0,82
104,02/23/2020T17:20:00 ,156478,2,61,18,1,0,0,0,0,82
105,02/23/2020T17:30:00 ,156478,2,61,18,1,0,0,0,0,82
106,02/23/2020T17:40:00 ,156478,2,61,18,1,0,0,0,0,82
107,02/23/2020T17:50:00 ,156478,2,61,18,1,0,0,0,0,82
108,02/23/2020T18:00:00 ,156478,2,61,18,1,0,0,0,0,82
109,02/23/2020T18:10:00 ,156478,2,61,18,1,0,0,0,0,82
110,02/23/2020T18:20:00 ,156478,2,61,18,1,0,0,0,0,82
111,02/23/2020T18:30:00 ,156478,2,61,18,1,0,0,0,0,82
112,02/23/2020T18:40:00 ,156478,2,61,18,1,0,0,0,0,82
113,02/23/2020T18:50:00 ,156478,2,61,18,1,0,0,0,0,82
114,02/23/2020T19:00:00 ,156478,2,61,18,1,0,0,0,0,82
115,02/23/2020T19:10:00 ,156478,2,61,18,1,0,0,0,0,82
116,02/23/2020T19:20:00 ,156478,2,61,18,1,0,0,0,0,82
117,02/23/2020T19:30:00 ,156478,2,61,18,1,0,0,0,0,82
118,02/23/2020T19:40:00 ,156478,2,61,18,1,0,0,0,0,82
119,02/23/2020T19:50:00 ,156477,3,61,18,1,0,0,0,0,83
120,02/23/2020T20:00:00 ,156477,3,61,18,1,0,0,0,0,83
121,02/23/2020T20:10:00 ,156477,3,61,18,1,0,0,0,0,83
122,02/23/2020T20:20:00 ,156477,3,61,18,1,0,0,0,0,83
123,02/23/2020T20:30:00 ,156477,3,61,18,1,0,0,0,0,83
124,02/23/2020T20:40:00 ,156477,3,61,18,1,0,0,0,0,83
125,02/23/2020T20:50:00 ,156477,3,61,17,2,0,0,0,0,83
126,02/23/2020T21:00:00 ,156477,3,61,17,2,0,0,0,0,83
127,02/23/2020T21:10:00 ,156477,3,61,17,2,0,0,0,0,83
128,02/23/2020T21:20:00 ,156477,3,61,17,2,0,0,0,0,83
129,02/23/2020T21:30:00 ,156477,3,61,17,2,0,0,0,0,83
130,02/23/2020T21:40:00 ,156477,3,61,17,2,0,0,0,0,83
131,02/23/2020T21:50:00 ,156477,3,61,17,2,0,0,0,0,83
132,02/23/2020T22:00:00 ,156477,3,61,16,3,0,0,0,0,83
133,02/23/2020T22:10:00 ,156477,3,61,16,3,0,0,0,0,83
134,02/23/2020T22:20:00 ,156477,3,61,16,3,0,0,0,0,83
135,02/23/2020T22:30:00 ,156477,3,61,16,3,0,0,0,0,83
136,02/23/2020T22:40:00 ,156477,3,61,16,3,0,0,0,0,83
137,02/23/2020T22:50:00 ,156477,3,61,15,4,0,0,0,0,83
138,02/23/2020T23:00:00 ,156477,3,61,15,4,0,0,0,0,83
139,02/23/2020T23:10:00 ,156477,3,61,15,4,0,0,0,0,83
140,02/23/2020T23:20:00 ,156477,3,61,15,4,0,0,0,0,83
141,02/23/2020T23:30:00 ,156477,3,61,15,4,0,0,0,0,83
142,02/23/2020T23:40:00 ,156477,3,61,15,4,0,0,0,0,83
143,02/23/2020T23:50:00 ,156477,3,61,15,4,0,0,0,0,83
144,02/24/2020T00:00:00 ,156477,3,61,15,4,0,0,0,0,83
145,02/24/2020T00:10:00 ,156477,3,61,15,4,0,0,0,0,83
146,02/24/2020T00:20:00 ,156477,3,61,15,4,0,0,0,0,83
147,02/24/2020T00:30:00 ,156477,3,61,15,4,0,0,0,0,83
148,02/24/2020T00:40:00 ,156477,3,61,15,4,0,0,0,0,83
149,02/24/2020T00:50:00 ,156477,3,61,15,4,0,0,0,0,83
150,02/24/2020T01:00:00 ,156477,3,61,15,4,0,0,0,0,83
151,02/24/2020T01:10:00 ,156477,3,61,15,4,0,0,0,0,83
152,02/24/2020T01:20:00 ,156477,3,61,15,4,0,0,0,0,83
153,02/24/2020T01:30:00 ,156477,3,61,15,4,0,0,0,0,83
154,02/24/2020T01:40:00 ,156477,3,61,15,4,0,0,0,0,83
155,02/24/2020T01:50:00 ,156477,3,61,15,4,0,0,0,0,83
156,02/24/2020T02:00:00 ,156477,3,61,15,4,0,0,0,0,83
157,02/24/2020T02:10:00 ,156477,3,61,15,4,0,0,0,0,83
158,02/24/2020T02:20:00 ,156477,3,61,15,4,0,0,0,0,83
159,02/24/2020T02:30:00 ,156477,3,61,15,4,0,0,0,0,83
160,02/24/2020T02:40:00 ,156477,3,61,15,4,0,0,0,0,83
161,02/24/2020T02:50:00 ,156477,3,61,15,4,0,0,0,0,83
162,02/24/2020T03:00:00 ,156477,3,61,15,4,0,0,0,0,83
163,02/24/2020T03:10:00 ,156477,3,61,15,4,0,0,0,0,83
164,02/24/2020T03:20:00 ,156477,3,61,14,5,0,0,0,0,83
165,02/24/2020T03:30:00 ,156477,3,61,14,5,0,0,0,0,83
166,02/24/2020T03:40:00 ,156477,3,61,14,5,0,0,0,0,83
167,02/24/2020T03:50:00 ,156477,3,61,14,5,0,0,0,0,83
