tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
4176,2020-03-23,7043,41.0064,2978,564,848,151,149,65,4,2284,0
4320,2020-03-24,7708,40.9107,3424,426,951,162,187,73,5,2480,0
4464,2020-03-25,8476,40.7329,3916,376,1007,135,232,73,5,2731,1
4608,2020-03-26,10797,40.6506,5818,451,1038,117,263,79,3,3027,1
4752,2020-03-27,11155,40.5002,6124,331,946,89,256,79,8,3320,2
4896,2020-03-28,12516,40.4496,7073,409,947,105,238,82,8,3649,5
5040,2020-03-29,10778,40.3631,6483,311,834,84,229,88,7,2736,6
5184,2020-03-30,13866,40.435,8340,660,1181,165,264,97,7,3145,7
5328,2020-03-31,15160,40.3675,9291,459,1264,173,279,104,6,3576,8
5472,2020-04-01,15478,40.2902,9278,329,1156,144,289,114,6,4152,10
5616,2020-04-02,16321,40.1744,10355,352,1124,107,301,121,7,3942,12
5760,2020-04-03,18825,40.3009,11186,531,1276,123,315,129,6,5247,12
5904,2020-04-04,16894,40.1802,10984,332,1138,96,280,97,4,3961,2
6048,2020-04-05,16093,40.0765,10780,337,1151,123,267,94,4,3336,1
6192,2020-04-06,16734,40.2785,10580,214,1048,104,262,109,6,4404,7
6336,2020-04-07,19093,40.3637,11605,265,1231,115,304,130,9,5427,7
6480,2020-04-08,17236,40.2879,10179,190,1041,92,275,125,6,5321,7
6624,2020-04-09,16443,40.3715,9322,180,935,68,254,133,6,5537,8
6768,2020-04-10,17081,40.4187,9668,223,858,67,254,165,8,5830,8
6912,2020-04-11,16959,40.1581,9991,174,752,56,220,173,6,5579,8
7056,2020-04-12,17053,40.0512,9793,131,595,39,181,181,10,6118,5
7200,2020-04-13,13723,39.8272,7793,132,483,35,135,171,8,4960,6
7344,2020-04-14,13940,39.4961,7653,160,657,73,169,175,6,5042,5
7488,2020-04-15,15510,39.6445,8280,130,667,69,187,177,9,5986,5
7632,2020-04-16,14939,39.7244,7669,99,543,51,167,174,10,6222,4
7776,2020-04-17,12218,39.3575,6525,70,427,31,118,161,9,4871,6
7920,2020-04-18,14034,39.2339,7432,144,535,50,159,172,11,5526,5
8064,2020-04-19,14269,39.4157,7314,171,593,65,193,167,11,5750,5
8208,2020-04-20,12634,39.191,6326,110,564,61,171,157,12,5231,2
8352,2020-04-21,10734,39.0936,5436,86,560,49,156,133,9,4302,3
8496,2020-04-22,13613,39.3969,6698,93,579,53,178,169,11,5823,9
8640,2020-04-23,19149,39.7582,9977,537,1003,103,265,181,8,7065,10
8784,2020-04-24,18549,39.9544,9706,394,920,84,219,183,9,7012,22
8928,2020-04-25,17844,40.0336,9021,259,826,92,188,167,12,7255,24
9072,2020-04-26,17806,40.2212,8929,206,851,106,204,180,13,7292,25
9216,2020-04-27,16990,40.1775,8466,170,802,101,199,189,15,7022,26
9360,2020-04-28,16450,40.4768,8259,113,683,61,197,173,14,6924,26
9504,2020-04-29,16000,40.3524,7769,73,553,47,166,177,12,7177,26
9648,2020-04-30,17270,40.1748,8328,55,518,33,168,186,12,7942,28
9792,2020-05-01,23988,40.3945,12278,537,947,87,266,201,14,9622,36
9936,2020-05-02,22528,40.3388,11715,379,844,95,227,184,12,9048,24
10080,2020-05-03,21560,40.3076,11015,230,821,91,219,180,11,8971,22
10224,2020-05-04,23082,40.4672,11874,318,918,104,222,203,14,9403,26
10368,2020-05-05,23597,40.3763,12122,253,983,97,251,203,20,9642,26
10512,2020-05-06,21613,40.23,11166,144,848,69,228,199,18,8924,17
10656,2020-05-07,16185,40.0245,8265,81,681,56,180,163,17,6727,15
10800,2020-05-08,18525,40.2598,9506,90,661,47,177,195,18,7808,23
10944,2020-05-09,19122,40.2979,9465,73,541,30,151,199,21,8617,25
11088,2020-05-10,18770,40.3805,9346,61,411,15,112,179,22,8599,25
11232,2020-05-11,19290,40.3069,9884,44,349,21,88,162,19,8698,25
11376,2020-05-12,19502,40.3077,9815,53,369,22,112,175,20,8909,27
11520,2020-05-13,21299,40.4121,11250,145,542,50,150,175,21,8938,28
11664,2020-05-14,20937,40.4403,10801,85,459,45,122,163,18,9217,27
11808,2020-05-15,14949,40.1161,7565,47,357,29,102,122,12,6695,20
11952,2020-05-16,16967,40.4199,8476,150,357,36,120,139,15,7653,21
12096,2020-05-17,17602,40.5162,8680,118,324,35,100,142,14,8168,21
12240,2020-05-18,16248,40.3615,8048,74,268,24,91,116,12,7599,16
12384,2020-05-19,15433,40.4877,7794,40,230,23,80,108,8,7138,12
12528,2020-05-20,17729,40.3524,8982,121,345,35,110,122,10,7990,14
12672,2020-05-21,17208,40.2594,8787,85,311,23,98,125,8,7755,16
12816,2020-05-22,15254,40.0927,7971,55,263,20,81,110,7,6740,7
12960,2020-05-23,15333,40.119,7719,73,248,21,70,117,7,7070,8
13104,2020-05-24,17328,40.1304,8990,248,390,39,95,124,7,7424,11
13248,2020-05-25,16902,40.1703,8792,158,381,46,82,116,4,7311,12
13392,2020-05-26,16952,40.1399,9012,92,356,41,71,99,5,7271,5
13536,2020-05-27,16217,39.9896,8383,73,326,32,80,84,3,7233,3
13680,2020-05-28,17593,39.8462,8897,172,423,44,98,91,4,7859,5
13824,2020-05-29,16957,39.874,8600,117,380,36,80,88,5,7646,5
13968,2020-05-30,14089,39.6059,7159,82,333,25,74,79,5,6324,8
14112,2020-05-31,13964,39.686,7294,82,326,12,80,69,5,6082,14
14256,2020-06-01,15379,39.7804,7981,114,352,24,84,78,9,6715,22
14400,2020-06-02,15579,39.8817,8025,82,327,31,66,75,10,6940,23
14544,2020-06-03,13262,39.9241,6768,46,282,22,64,62,8,5989,21
14688,2020-06-04,13710,39.992,7027,51,250,18,59,75,7,6203,20
14832,2020-06-05,14822,39.9934,7680,35,212,12,53,71,8,6731,20
14976,2020-06-06,14231,39.7406,7539,78,201,21,53,64,8,6247,20
15120,2020-06-07,11641,39.6515,6232,48,165,22,37,48,6,5065,18
15264,2020-06-08,13258,39.3793,7211,42,164,17,47,61,5,5698,13
15408,2020-06-09,13892,39.7357,7364,56,188,28,51,66,3,6109,27
15552,2020-06-10,12538,39.6956,6633,33,171,23,44,58,3,5549,24
15696,2020-06-11,11637,40.0529,6254,17,142,10,44,44,4,5097,25
15840,2020-06-12,12281,39.9614,6533,23,129,6,49,51,5,5460,25
15984,2020-06-13,11054,39.7692,6078,56,127,10,38,47,7,4678,13
16128,2020-06-14,9834,39.5901,5485,45,108,11,28,40,7,4102,8
16272,2020-06-15,8264,39.4296,4736,36,102,7,32,35,6,3303,7
16416,2020-06-16,8468,39.4769,4934,26,88,7,24,36,7,3339,7
16560,2020-06-17,8434,39.2944,5076,19,82,3,21,37,7,3187,2
16704,2020-06-18,8039,39.3744,4701,13,72,3,15,35,7,3191,2
16848,2020-06-19,7679,39.4241,4561,13,67,1,11,37,4,2982,3
16992,2020-06-20,7454,39.6159,4560,12,58,2,12,31,2,2775,2
17136,2020-06-21,7641,40.1084,4573,69,95,14,20,27,3,2838,2
17280,2020-06-22,6254,40.4122,3693,52,94,15,20,21,1,2356,2
17424,2020-06-23,4853,40.3596,2886,32,92,16,22,16,2,1786,1
17568,2020-06-24,4788,40.5326,2966,16,93,13,26,24,2,1645,3
17712,2020-06-25,4579,40.4623,2774,22,81,10,26,25,2,1636,3
17856,2020-06-26,4461,40.7534,2545,18,66,10,22,23,3,1772,2
18000,2020-06-27,3763,40.7101,2085,10,53,9,26,21,3,1554,2
18144,2020-06-28,3826,40.9984,2138,10,38,7,26,24,2,1579,2
18288,2020-06-29,3720,40.8169,2092,9,29,4,24,24,2,1533,3
18432,2020-06-30,3487,41.0989,1795,7,16,3,21,23,0,1620,2
